phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
9242791,https://fr-exped-transit.com,http://www.phishtank.com/phish_detail.php?phish_id=9242791,2025-10-16T14:52:01+00:00,yes,2025-10-16T15:03:04+00:00,yes,Other
9242790,https://fr-exped-transit.com/as.php,http://www.phishtank.com/phish_detail.php?phish_id=9242790,2025-10-16T14:51:51+00:00,yes,2025-10-16T15:03:04+00:00,yes,Other
9242784,http://allegrolokalnie.pl-oferta-elektronika-polecane.sbs/,http://www.phishtank.com/phish_detail.php?phish_id=9242784,2025-10-16T14:51:02+00:00,yes,2025-10-16T15:03:04+00:00,yes,Allegro
9242781,https://pay.baixacursos.shop/xQBPZvRJKlVZmVq,http://www.phishtank.com/phish_detail.php?phish_id=9242781,2025-10-16T14:49:32+00:00,yes,2025-10-16T14:52:26+00:00,yes,Other
9242780,https://pay.baixacursos.shop/YL9jZDWD7oO3p4q,http://www.phishtank.com/phish_detail.php?phish_id=9242780,2025-10-16T14:49:31+00:00,yes,2025-10-16T14:52:26+00:00,yes,Other
9242779,https://pay.baixacursos.shop/kYL6geWdA2pZrKM,http://www.phishtank.com/phish_detail.php?phish_id=9242779,2025-10-16T14:48:40+00:00,yes,2025-10-16T14:52:26+00:00,yes,Other
9242778,https://pay.baixacursos.shop/VroegN1n8y1GKwj,http://www.phishtank.com/phish_detail.php?phish_id=9242778,2025-10-16T14:48:00+00:00,yes,2025-10-16T14:52:26+00:00,yes,Other
9242771,http://proximusverify.com,http://www.phishtank.com/phish_detail.php?phish_id=9242771,2025-10-16T14:36:45+00:00,yes,2025-10-16T14:42:45+00:00,yes,Other
9242745,https://coursier-mrelay.com/,http://www.phishtank.com/phish_detail.php?phish_id=9242745,2025-10-16T14:18:29+00:00,yes,2025-10-16T14:22:22+00:00,yes,Other
9242744,https://coursier-mrelay.com/as.php,http://www.phishtank.com/phish_detail.php?phish_id=9242744,2025-10-16T14:18:18+00:00,yes,2025-10-16T14:22:22+00:00,yes,Other
9242739,https://prezo.ai/public/new-prezo--a9056aaf-dc90-4764-b437-5d4627b831aa,http://www.phishtank.com/phish_detail.php?phish_id=9242739,2025-10-16T14:11:26+00:00,yes,2025-10-16T14:22:22+00:00,yes,Other
9242737,https://alberteddy.podia.com/,http://www.phishtank.com/phish_detail.php?phish_id=9242737,2025-10-16T14:09:24+00:00,yes,2025-10-16T14:12:33+00:00,yes,Other
9242716,https://zaloguj-aleggrokampaniie.vercel.app/,http://www.phishtank.com/phish_detail.php?phish_id=9242716,2025-10-16T13:55:09+00:00,yes,2025-10-16T14:12:33+00:00,yes,Other
9242700,https://es-services.info/?cid=NzI2NjMx,http://www.phishtank.com/phish_detail.php?phish_id=9242700,2025-10-16T13:50:45+00:00,yes,2025-10-16T14:12:33+00:00,yes,Other
9242696,https://send7902382.page.link/moke,http://www.phishtank.com/phish_detail.php?phish_id=9242696,2025-10-16T13:45:03+00:00,yes,2025-10-16T13:52:10+00:00,yes,Other
9242689,https://passage-rdp.com/,http://www.phishtank.com/phish_detail.php?phish_id=9242689,2025-10-16T13:33:38+00:00,yes,2025-10-16T13:42:38+00:00,yes,Other
9242688,https://passage-rdp.com/as.php,http://www.phishtank.com/phish_detail.php?phish_id=9242688,2025-10-16T13:33:28+00:00,yes,2025-10-16T13:42:38+00:00,yes,Other
9242679,https://validater-idepsh-dot-my-project-526720000.ew.r.appspot.com/#c3RldmVAZ29vZGlucmVpZC5jby51aw=,http://www.phishtank.com/phish_detail.php?phish_id=9242679,2025-10-16T13:24:02+00:00,yes,2025-10-16T13:32:19+00:00,yes,Other
9242677,https://shorturl.fm/nUbJM,http://www.phishtank.com/phish_detail.php?phish_id=9242677,2025-10-16T13:23:52+00:00,yes,2025-10-16T13:32:19+00:00,yes,Other
9242676,https://passage-rds.com/,http://www.phishtank.com/phish_detail.php?phish_id=9242676,2025-10-16T13:23:27+00:00,yes,2025-10-16T13:32:19+00:00,yes,Other
9242675,https://passage-rds.com/as.php,http://www.phishtank.com/phish_detail.php?phish_id=9242675,2025-10-16T13:23:19+00:00,yes,2025-10-16T13:32:19+00:00,yes,Other
9242670,https://assets-usa.mkt.dynamics.com/380d520e-94a9-f011-8704-7ced8d3c9b01/digitalassets/standaloneforms/f77bcdf2-77aa-f011-bbd2-000d3a3673d8?error_subtype=access_denied&error=interaction_required,http://www.phishtank.com/phish_detail.php?phish_id=9242670,2025-10-16T13:19:16+00:00,yes,2025-10-16T13:22:42+00:00,yes,Other
9242666,https://le-pickup-du-jeudi.com/,http://www.phishtank.com/phish_detail.php?phish_id=9242666,2025-10-16T13:11:18+00:00,yes,2025-10-16T13:22:42+00:00,yes,Other
9242665,https://le-pickup-du-jeudi.com/as.php,http://www.phishtank.com/phish_detail.php?phish_id=9242665,2025-10-16T13:11:09+00:00,yes,2025-10-16T13:22:42+00:00,yes,Other
9242649,https://millennium-bcp.sbs/,http://www.phishtank.com/phish_detail.php?phish_id=9242649,2025-10-16T12:58:14+00:00,yes,2025-10-16T13:12:25+00:00,yes,Other
9242648,https://drmanishtripathinephro.com/server.html#gbryan1964@tutamail.com,http://www.phishtank.com/phish_detail.php?phish_id=9242648,2025-10-16T12:56:23+00:00,yes,2025-10-16T13:03:12+00:00,yes,Other
9242647,https://snenergyltd.com/wp/jcu/s/a/session_index,http://www.phishtank.com/phish_detail.php?phish_id=9242647,2025-10-16T12:52:23+00:00,yes,2025-10-16T13:03:12+00:00,yes,Other
9242645,https://dndfkh.wixsite.com/attqatt,http://www.phishtank.com/phish_detail.php?phish_id=9242645,2025-10-16T12:50:59+00:00,yes,2025-10-16T13:03:12+00:00,yes,Other
9242641,https://myabl-devclose.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=9242641,2025-10-16T12:44:07+00:00,yes,2025-10-16T12:52:29+00:00,yes,Other
9242640,http://myabl-devclose.pages.dev,http://www.phishtank.com/phish_detail.php?phish_id=9242640,2025-10-16T12:44:06+00:00,yes,2025-10-16T12:52:29+00:00,yes,Other
9242637,https://hehbvuvib.wixsite.com/soubellth,http://www.phishtank.com/phish_detail.php?phish_id=9242637,2025-10-16T12:41:09+00:00,yes,2025-10-16T12:42:14+00:00,yes,Other
9242638,https://gravatar.com/profound041e6b4925,http://www.phishtank.com/phish_detail.php?phish_id=9242638,2025-10-16T12:41:09+00:00,yes,2025-10-16T12:42:14+00:00,yes,Other
9242630,https://programmations-du-jeudi.com/,http://www.phishtank.com/phish_detail.php?phish_id=9242630,2025-10-16T12:32:27+00:00,yes,2025-10-16T12:42:14+00:00,yes,Other
9242629,https://programmations-du-jeudi.com/as.php,http://www.phishtank.com/phish_detail.php?phish_id=9242629,2025-10-16T12:32:17+00:00,yes,2025-10-16T12:42:14+00:00,yes,Other
9242627,https://pay.sonsapaga.shop/v7R0glorJLVGVr9,http://www.phishtank.com/phish_detail.php?phish_id=9242627,2025-10-16T12:28:55+00:00,yes,2025-10-16T12:32:19+00:00,yes,Other
9242626,https://pay.sonsapaga.shop/7vJOGY4oo6VZKXd,http://www.phishtank.com/phish_detail.php?phish_id=9242626,2025-10-16T12:28:28+00:00,yes,2025-10-16T12:32:19+00:00,yes,Other
9242618,https://contrlmailmgmt.org/,http://www.phishtank.com/phish_detail.php?phish_id=9242618,2025-10-16T12:17:28+00:00,yes,2025-10-16T12:22:24+00:00,yes,Other
9242617,https://www.contrlmailmgmt.org/,http://www.phishtank.com/phish_detail.php?phish_id=9242617,2025-10-16T12:17:16+00:00,yes,2025-10-16T12:22:24+00:00,yes,Other
9242615,https://docs.google.com/presentation/d/e/2PACX-1vR77uoZF3IPfPj4ku5kBFSNPbYOsavDASHLCPef09ThXvMgvaVO1Z6VNlbKByVeBXocY_1Nd0CoVUsZ/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=9242615,2025-10-16T12:17:02+00:00,yes,2025-10-16T12:22:24+00:00,yes,Other
9242614,https://docs.google.com/presentation/d/e/2PACX-1vR77uoZF3IPfPj4ku5kBFSNPbYOsavDASHLCPef09ThXvMgvaVO1Z6VNlbKByVeBXocY_1Nd0CoVUsZ/pub,http://www.phishtank.com/phish_detail.php?phish_id=9242614,2025-10-16T12:17:00+00:00,yes,2025-10-16T12:22:24+00:00,yes,Other
9242613,https://wlaqmamwesqlwsmedn.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9242613,2025-10-16T12:16:53+00:00,yes,2025-10-16T12:22:24+00:00,yes,Other
9242610,https://aiderelay-creneau.com/,http://www.phishtank.com/phish_detail.php?phish_id=9242610,2025-10-16T12:14:51+00:00,yes,2025-10-16T12:22:24+00:00,yes,Other
9242608,https://aiderelay-creneau.com/as.php,http://www.phishtank.com/phish_detail.php?phish_id=9242608,2025-10-16T12:14:40+00:00,yes,2025-10-16T12:22:24+00:00,yes,Other
9242607,https://allbio.link/hhuj,http://www.phishtank.com/phish_detail.php?phish_id=9242607,2025-10-16T12:13:25+00:00,yes,2025-10-16T12:22:24+00:00,yes,Other
9242605,https://docs.google.com/presentation/d/e/2PACX-1vQwnxrLfTmJfDV169U9ngY8CyE0RgkmMltniAg17sdifb3RzSB8fieMnGkbaRrT_W9JyNCS7e1_jUDZ/pub,http://www.phishtank.com/phish_detail.php?phish_id=9242605,2025-10-16T12:06:54+00:00,yes,2025-10-16T12:12:24+00:00,yes,Other
9242601,https://docs.google.com/presentation/d/e/2PACX-1vQwnxrLfTmJfDV169U9ngY8CyE0RgkmMltniAg17sdifb3RzSB8fieMnGkbaRrT_W9JyNCS7e1_jUDZ/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=9242601,2025-10-16T12:01:42+00:00,yes,2025-10-16T12:12:25+00:00,yes,Other
9242597,https://cf19ih.cfd/ubkwgbys/hMp0Px/7,http://www.phishtank.com/phish_detail.php?phish_id=9242597,2025-10-16T11:57:13+00:00,yes,2025-10-16T12:02:54+00:00,yes,Other
9242594,https://3iq1lv.icu/ubkwgbys/hMp0Px/7,http://www.phishtank.com/phish_detail.php?phish_id=9242594,2025-10-16T11:53:12+00:00,yes,2025-10-16T12:02:54+00:00,yes,Other
9242593,https://1bvdxq.sbs/ubkwgbys/hMp0Px/7,http://www.phishtank.com/phish_detail.php?phish_id=9242593,2025-10-16T11:51:11+00:00,yes,2025-10-16T12:02:54+00:00,yes,Other
9242590,https://0a560i.icu/ubkwgbys/hMp0Px/7,http://www.phishtank.com/phish_detail.php?phish_id=9242590,2025-10-16T11:49:12+00:00,yes,2025-10-16T11:52:31+00:00,yes,Other
9242581,https://w86lv3.cfd/ubkwgbys/hMp0Px/7,http://www.phishtank.com/phish_detail.php?phish_id=9242581,2025-10-16T11:47:12+00:00,yes,2025-10-16T11:52:31+00:00,yes,Other
9242577,https://aiderelay-creneaux.com/,http://www.phishtank.com/phish_detail.php?phish_id=9242577,2025-10-16T11:46:07+00:00,yes,2025-10-16T11:52:31+00:00,yes,Other
9242576,https://aiderelay-creneaux.com/as.php,http://www.phishtank.com/phish_detail.php?phish_id=9242576,2025-10-16T11:45:50+00:00,yes,2025-10-16T11:52:31+00:00,yes,Other
9242575,https://pdplrt.cfd/ubkwgbys/hMp0Px/7,http://www.phishtank.com/phish_detail.php?phish_id=9242575,2025-10-16T11:45:12+00:00,yes,2025-10-16T11:52:31+00:00,yes,Other
9242572,https://mc96zx.sbs/ubkwgbys/hMp0Px/7,http://www.phishtank.com/phish_detail.php?phish_id=9242572,2025-10-16T11:43:12+00:00,yes,2025-10-16T11:52:31+00:00,yes,Other
9242570,https://jcoh5j.sbs/ubkwgbys/hMp0Px/7,http://www.phishtank.com/phish_detail.php?phish_id=9242570,2025-10-16T11:41:11+00:00,yes,2025-10-16T11:52:31+00:00,yes,Other
9242567,https://dl4jnj.sbs/ubkwgbys/hMp0Px/7,http://www.phishtank.com/phish_detail.php?phish_id=9242567,2025-10-16T11:37:11+00:00,yes,2025-10-16T11:42:31+00:00,yes,Other
9242561,https://5dtvhh.cfd/ubkwgbys/hMp0Px/7,http://www.phishtank.com/phish_detail.php?phish_id=9242561,2025-10-16T11:35:12+00:00,yes,2025-10-16T11:42:31+00:00,yes,Other
9242559,https://3nvvq2.cfd/ubkwgbys/hMp0Px/7,http://www.phishtank.com/phish_detail.php?phish_id=9242559,2025-10-16T11:33:11+00:00,yes,2025-10-16T11:42:31+00:00,yes,Other
9242558,https://hmzuhc.sbs/ubkwgbys/hMp0Px/7,http://www.phishtank.com/phish_detail.php?phish_id=9242558,2025-10-16T11:31:11+00:00,yes,2025-10-16T11:42:31+00:00,yes,Other
9242556,https://app-90kp.glide.page/,http://www.phishtank.com/phish_detail.php?phish_id=9242556,2025-10-16T11:29:25+00:00,yes,2025-10-16T11:32:40+00:00,yes,Other
9242555,https://portfolio-jxmmsid.format.com/,http://www.phishtank.com/phish_detail.php?phish_id=9242555,2025-10-16T11:28:27+00:00,yes,2025-10-16T11:32:40+00:00,yes,Other
9242547,https://www.surveymonkey.com/r/SV99DLP,http://www.phishtank.com/phish_detail.php?phish_id=9242547,2025-10-16T10:56:09+00:00,yes,2025-10-16T11:03:27+00:00,yes,Other
9242546,https://www.ecodeli-industrial.com/PaginaIndustrial/theme/login.php,http://www.phishtank.com/phish_detail.php?phish_id=9242546,2025-10-16T10:54:58+00:00,yes,2025-10-16T11:03:27+00:00,yes,Microsoft
9242543,http://absareversal.co.za/,http://www.phishtank.com/phish_detail.php?phish_id=9242543,2025-10-16T10:40:55+00:00,yes,2025-10-16T10:52:39+00:00,yes,ABSA Bank
9242541,https://www.smbs.verify.co.jp.index.qw78er.help/ja/,http://www.phishtank.com/phish_detail.php?phish_id=9242541,2025-10-16T10:40:09+00:00,yes,2025-10-16T10:52:39+00:00,yes,Other
9242539,https://assinatura.portalsjt.com/br/,http://www.phishtank.com/phish_detail.php?phish_id=9242539,2025-10-16T10:40:03+00:00,yes,2025-10-16T10:52:39+00:00,yes,Netflix
9242540,https://assinatura.portalsjt.com/br/access_dc550a3b09fe04e21aca76d5fe3d150b9cbc246bccbbea36c055518e9c1a8810/,http://www.phishtank.com/phish_detail.php?phish_id=9242540,2025-10-16T10:40:03+00:00,yes,2025-10-16T10:52:39+00:00,yes,Netflix
9242538,https://www.smbs.verify.co.jp.index.dokks325.help/ja/,http://www.phishtank.com/phish_detail.php?phish_id=9242538,2025-10-16T10:39:56+00:00,yes,2025-10-16T10:52:39+00:00,yes,Other
9242537,https://www.smbs.verify.co.jp.index.smbcbulk.help/ja/,http://www.phishtank.com/phish_detail.php?phish_id=9242537,2025-10-16T10:39:48+00:00,yes,2025-10-16T10:52:39+00:00,yes,Other
9242536,https://www.smbs.verify.co.jp.index.smbcit.help/ja/,http://www.phishtank.com/phish_detail.php?phish_id=9242536,2025-10-16T10:39:42+00:00,yes,2025-10-16T10:52:39+00:00,yes,Other
9242535,https://smbclub.link/ja/,http://www.phishtank.com/phish_detail.php?phish_id=9242535,2025-10-16T10:39:34+00:00,yes,2025-10-16T10:52:39+00:00,yes,Other
9242534,https://smbscslogin.help/ja/,http://www.phishtank.com/phish_detail.php?phish_id=9242534,2025-10-16T10:39:28+00:00,yes,2025-10-16T10:52:39+00:00,yes,Other
9242533,https://smbclubs.com,http://www.phishtank.com/phish_detail.php?phish_id=9242533,2025-10-16T10:39:22+00:00,yes,2025-10-16T10:52:39+00:00,yes,Other
9242522,https://dayxfvg.cn/gg1/d1/w22a=doocomossa/,http://www.phishtank.com/phish_detail.php?phish_id=9242522,2025-10-16T10:38:07+00:00,yes,2025-10-16T10:52:39+00:00,yes,Other
9242512,https://www.smbs.verify.co.jp.index.we89rt.help/ja,http://www.phishtank.com/phish_detail.php?phish_id=9242512,2025-10-16T10:37:04+00:00,yes,2025-10-16T10:42:11+00:00,yes,Other
9242513,https://www.smbs.verify.co.jp.index.we89rt.help/ja/,http://www.phishtank.com/phish_detail.php?phish_id=9242513,2025-10-16T10:37:04+00:00,yes,2025-10-16T10:42:11+00:00,yes,Other
9242511,https://smbcyoume.link/ja/,http://www.phishtank.com/phish_detail.php?phish_id=9242511,2025-10-16T10:36:57+00:00,yes,2025-10-16T10:42:11+00:00,yes,Other
9242510,https://smbcyoume.link/ja,http://www.phishtank.com/phish_detail.php?phish_id=9242510,2025-10-16T10:36:56+00:00,yes,2025-10-16T10:42:11+00:00,yes,Other
9242509,https://smbc-crad.help/ja/,http://www.phishtank.com/phish_detail.php?phish_id=9242509,2025-10-16T10:36:50+00:00,yes,2025-10-16T10:42:11+00:00,yes,Other
9242508,https://smbc-crad.help/ja,http://www.phishtank.com/phish_detail.php?phish_id=9242508,2025-10-16T10:36:49+00:00,yes,2025-10-16T10:42:11+00:00,yes,Other
9242507,https://app-exodus-vs1.com,http://www.phishtank.com/phish_detail.php?phish_id=9242507,2025-10-16T10:36:42+00:00,yes,2025-10-16T10:42:11+00:00,yes,Other
9242503,https://www-relais-coursier.com/,http://www.phishtank.com/phish_detail.php?phish_id=9242503,2025-10-16T10:32:18+00:00,yes,2025-10-16T10:42:11+00:00,yes,Other
9242502,https://www-relais-coursier.com/as.php,http://www.phishtank.com/phish_detail.php?phish_id=9242502,2025-10-16T10:32:03+00:00,yes,2025-10-16T10:42:11+00:00,yes,Other
9242501,http://millennium-bcp.sbs,http://www.phishtank.com/phish_detail.php?phish_id=9242501,2025-10-16T10:31:29+00:00,yes,2025-10-16T10:42:11+00:00,yes,Other
9242495,https://dlssneykonto.com/,http://www.phishtank.com/phish_detail.php?phish_id=9242495,2025-10-16T10:22:20+00:00,yes,2025-10-16T10:32:29+00:00,yes,Other
9242494,https://dlssneykonto.com/captcha,http://www.phishtank.com/phish_detail.php?phish_id=9242494,2025-10-16T10:22:06+00:00,yes,2025-10-16T10:32:29+00:00,yes,Other
9242493,http://allegrolokalnie.pl-oferta-7395.sbs/,http://www.phishtank.com/phish_detail.php?phish_id=9242493,2025-10-16T10:20:27+00:00,yes,2025-10-16T10:32:29+00:00,yes,Allegro
9242485,https://spoo.me/L93Nfn,http://www.phishtank.com/phish_detail.php?phish_id=9242485,2025-10-16T09:57:29+00:00,yes,2025-10-16T10:12:26+00:00,yes,Other
9242481,https://www.surveymonkey.com/r/WZDJNFS,http://www.phishtank.com/phish_detail.php?phish_id=9242481,2025-10-16T09:47:50+00:00,yes,2025-10-16T09:52:25+00:00,yes,Other
9242480,https://www.surveymonkey.com/r/WT5K3Z3,http://www.phishtank.com/phish_detail.php?phish_id=9242480,2025-10-16T09:47:38+00:00,yes,2025-10-16T09:52:25+00:00,yes,Other
9242479,https://btinternetupbeat.sellfy.store/,http://www.phishtank.com/phish_detail.php?phish_id=9242479,2025-10-16T09:47:23+00:00,yes,2025-10-16T09:52:25+00:00,yes,Other
9242478,https://preview.webflow.com/preview/zelles-spectacular-site?utm_medium=preview_link&utm_source=designer&utm_content=zelles-spectacular-site&preview=f267d9d3a8220467d2ddd48569645329&workflow=sitePreview,http://www.phishtank.com/phish_detail.php?phish_id=9242478,2025-10-16T09:47:12+00:00,yes,2025-10-16T09:52:25+00:00,yes,Other
9242477,https://preview.webflow.com/preview/broaddbbband?utm_medium=preview_link&utm_source=designer&utm_content=broaddbbband&preview=1bdf72f27a666f3f3b3f1596a72c2bbb&workflow=preview,http://www.phishtank.com/phish_detail.php?phish_id=9242477,2025-10-16T09:47:09+00:00,yes,2025-10-16T09:52:25+00:00,yes,Other
9242476,https://preview.webflow.com/preview/home-4a1c98?utm_medium=preview_link&utm_source=designer&utm_content=home-4a1c98&preview=a7e2d7f57bc371d6968f188c45908b16&workflow=sitePreview,http://www.phishtank.com/phish_detail.php?phish_id=9242476,2025-10-16T09:46:45+00:00,yes,2025-10-16T09:52:25+00:00,yes,Other
9242475,https://preview.webflow.com/preview/bt-communication-update?utm_medium=preview_link&utm_source=designer&utm_content=bt-communication-update&preview=e68632710a9dad3f340606fc0d36d0c7&workflow=sitePreview,http://www.phishtank.com/phish_detail.php?phish_id=9242475,2025-10-16T09:46:20+00:00,yes,2025-10-16T09:52:25+00:00,yes,Other
9242474,https://preview.webflow.com/preview/armstrong-f51702?utm_medium=preview_link&utm_source=designer&utm_content=armstrong-f51702&preview=f03c59bcde0c5a3dd82364dfbf1b5c4f&workflow=sitePreview,http://www.phishtank.com/phish_detail.php?phish_id=9242474,2025-10-16T09:46:18+00:00,yes,2025-10-16T09:52:25+00:00,yes,Other
9242473,https://preview.webflow.com/preview/bolas-beautiful-site?utm_medium=preview_link&utm_source=designer&utm_content=bolas-beautiful-site&preview=f7e8762dacd9dd701aa3b59afb6e2942&workflow=preview,http://www.phishtank.com/phish_detail.php?phish_id=9242473,2025-10-16T09:46:13+00:00,yes,2025-10-16T09:52:25+00:00,yes,Other
9242472,https://btbroadband.visual.com/,http://www.phishtank.com/phish_detail.php?phish_id=9242472,2025-10-16T09:45:42+00:00,yes,2025-10-16T09:52:25+00:00,yes,Other
9242470,https://vlieoei.makeweb.co/,http://www.phishtank.com/phish_detail.php?phish_id=9242470,2025-10-16T09:45:37+00:00,yes,2025-10-16T09:52:25+00:00,yes,Other
9242466,https://portfolio-lxwyxib.format.com/sk,http://www.phishtank.com/phish_detail.php?phish_id=9242466,2025-10-16T09:44:44+00:00,yes,2025-10-16T09:52:25+00:00,yes,Other
9242464,https://site-nfch5q1l0.godaddysites.com/,http://www.phishtank.com/phish_detail.php?phish_id=9242464,2025-10-16T09:43:40+00:00,yes,2025-10-16T09:52:25+00:00,yes,Other
9242463,https://portfolio-xgwuers.format.com/,http://www.phishtank.com/phish_detail.php?phish_id=9242463,2025-10-16T09:43:37+00:00,yes,2025-10-16T09:52:25+00:00,yes,Other
9242462,https://portfolio-bncvdee.format.com/,http://www.phishtank.com/phish_detail.php?phish_id=9242462,2025-10-16T09:42:55+00:00,yes,2025-10-16T09:52:25+00:00,yes,Other
