url_len,host_len,path_len,query_len,n_digits,n_hyphens,n_special,subdomain_depth,has_ip,has_at,pct_encoded,double_slash_in_path,shannon_entropy_url,is_shortener,suspicious_token_present,label
19,10,1,0,0,0,0,0,0,0,0,0,3.787144,0,0,0
32,23,1,0,0,0,0,0,0,0,0,0,4.1403193,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.6818807,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.497156,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.5724313,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.308271,0,0,0
16,7,1,0,0,0,0,0,0,0,0,0,3.4528196,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.5585186,0,0,0
23,14,1,0,0,1,0,0,0,0,0,0,3.8164027,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.845351,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.5724313,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.5766177,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.7489948,0,0,0
25,16,1,0,0,0,0,0,0,0,0,0,4.053661,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.8442328,0,0,0
16,7,1,0,0,0,0,0,0,0,0,0,3.4528196,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.6537566,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.6069367,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.7201288,0,0,0
26,17,1,0,0,0,0,0,0,0,0,0,3.7381494,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.787144,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.6841838,0,1,0
19,10,1,0,0,0,0,0,0,0,0,0,3.5368867,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.5368867,0,0,0
28,19,1,0,0,0,0,0,0,0,0,0,3.7534344,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.64215,0,0,0
21,12,1,0,1,1,0,0,0,0,0,0,3.88018,0,0,0
24,15,1,0,0,0,0,0,0,0,0,0,3.8553886,0,0,0
17,8,1,0,0,0,0,0,0,0,0,0,3.4548223,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.6897037,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.7489948,0,0,0
26,17,1,0,0,1,0,0,0,0,0,0,3.8731406,0,0,0
24,15,1,0,0,2,0,0,0,0,0,0,3.688722,0,0,0
15,6,1,0,1,0,0,0,0,0,0,0,3.4565647,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.6537566,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.6818807,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.5724313,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.4713545,0,0,0
27,18,1,0,0,0,0,0,0,0,0,0,3.7639658,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.7841837,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.3918927,0,0,0
32,23,1,0,0,0,0,0,0,0,0,0,3.9025183,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.3918927,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.5464394,0,0,0
26,17,1,0,0,0,0,0,0,0,0,0,4.0560207,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.7841837,0,0,0
17,8,1,0,1,0,0,0,0,0,0,0,3.6901164,0,0,0
16,7,1,0,0,0,0,0,0,0,0,0,3.4528196,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.6818807,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.5724313,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.88018,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.308695,0,0,0
17,8,1,0,1,0,0,0,0,0,0,0,3.5724695,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.7544417,0,0,0
17,8,1,0,0,0,0,0,0,0,0,0,3.5724695,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.5724313,0,0,0
23,14,1,0,0,0,0,0,0,0,0,0,3.7294462,0,0,0
17,8,1,0,0,0,0,0,0,0,0,0,3.4104173,0,0,0
21,12,1,0,3,0,0,0,0,0,0,0,4.0706563,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.6537566,0,0,0
26,17,1,0,0,0,0,0,0,0,0,0,3.9979527,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.787144,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.5724313,0,0,0
16,7,1,0,0,0,0,0,0,0,0,0,3.5778196,0,0,0
23,14,1,0,0,0,0,0,0,0,0,0,3.882045,0,0,0
20,11,1,0,0,1,0,0,0,0,0,0,3.6464393,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.8924072,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.6416042,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.6537566,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.3918927,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.6818807,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.5368867,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.7946534,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.6537566,0,0,0
24,15,1,0,0,0,0,0,0,0,0,0,3.8553886,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.8442328,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.5766177,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.845351,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.5944657,0,0,0
17,8,1,0,0,0,0,0,0,0,0,0,3.5724695,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.845351,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.4464393,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.508695,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.5724313,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.88018,0,0,0
23,14,1,0,0,0,0,0,0,0,0,0,3.5013978,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.6818807,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.5766177,0,0,0
22,13,1,0,1,0,0,0,0,0,0,0,3.5383105,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.4316235,0,0,0
32,23,1,0,0,0,0,0,0,0,0,0,4.0542293,0,0,0
15,6,1,0,0,0,0,0,0,0,0,0,3.4565647,0,0,0
16,7,1,0,0,0,0,0,0,0,0,0,3.4528196,0,0,0
17,8,1,0,0,0,0,0,0,0,0,0,3.4104173,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.64215,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.879664,0,0,0
20,11,1,0,0,1,0,0,0,0,0,0,3.6464393,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.7841837,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.6537566,0,0,0
30,21,1,0,0,0,0,0,0,0,0,0,3.8947396,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.7841837,0,0,0
15,6,1,0,0,0,0,0,0,0,0,0,3.3232315,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.6835423,0,0,0
25,16,1,0,4,0,0,0,0,0,0,0,3.7532697,0,0,0
21,12,1,0,0,1,0,0,0,0,0,0,3.4632804,0,0,0
24,15,1,0,0,0,0,0,0,0,0,0,3.7720551,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.4474015,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.5585186,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.2866294,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.6464393,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.64215,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.64215,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.5841837,0,0,0
17,8,1,0,0,0,0,0,0,0,0,0,3.4548223,0,0,0
23,14,1,0,0,0,0,0,0,0,0,0,3.5555332,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.6464393,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.4251184,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.787144,0,0,0
17,8,1,0,0,0,0,0,0,0,0,0,3.1018813,0,0,0
28,19,1,0,0,0,0,0,0,0,0,0,3.96772,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.6835423,0,0,0
24,15,1,0,0,1,0,0,0,0,0,0,3.8239348,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.3564925,0,0,0
17,8,1,0,1,0,0,0,0,0,0,0,3.6901164,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.7464395,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.8442328,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.6835423,0,0,0
24,15,1,0,0,0,0,0,0,0,0,0,3.6531072,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.879664,0,1,0
22,13,1,0,0,0,0,0,0,0,0,0,3.7544417,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.5724313,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.5225716,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.6537566,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.7544417,0,0,0
25,16,1,0,0,0,0,0,0,0,0,0,4.023465,0,0,0
23,14,1,0,0,0,0,0,0,0,0,0,3.6211755,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.879664,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.784942,0,0,0
16,7,1,0,0,0,0,0,0,0,0,0,3.4528196,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.88018,0,0,0
23,14,1,0,0,0,0,0,0,0,0,0,3.882045,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.9705732,0,1,0
17,8,1,0,0,0,0,0,0,0,0,0,3.5280643,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.8442328,0,0,0
33,24,1,0,0,0,0,0,0,0,0,0,3.9225895,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.7841837,0,0,0
14,5,1,0,0,0,0,0,0,0,0,0,3.1280854,0,0,0
24,15,1,0,0,0,0,0,0,0,0,0,3.9701755,0,0,0
16,7,1,0,1,0,0,0,0,0,0,0,3.5778196,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.879664,0,0,0
17,8,1,0,0,0,0,0,0,0,0,0,3.4104173,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.5368867,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.6818807,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.5841837,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.88018,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.975418,0,0,0
17,8,1,0,0,0,0,0,0,0,0,0,3.1751232,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.64215,0,0,0
24,15,1,0,0,0,0,0,0,0,0,0,3.6258147,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.64215,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.5368867,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.8442328,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.408695,0,0,0
14,5,1,0,0,0,0,0,0,0,0,0,3.324863,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.64215,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.5766177,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.530493,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.5368867,0,0,0
25,16,1,0,0,0,0,0,0,0,0,0,3.7834651,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.787144,0,0,0
28,19,1,0,0,0,0,0,0,0,0,0,3.824863,0,0,0
14,5,1,0,0,0,0,0,0,0,0,0,3.1280854,0,0,0
19,10,1,0,1,0,0,0,0,0,0,0,3.787144,0,0,0
16,7,1,0,0,1,0,0,0,0,0,0,3.4056392,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.8924072,0,0,0
25,16,1,0,0,0,0,0,0,0,0,0,3.6234653,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.6537566,0,0,0
25,16,1,0,0,0,0,0,0,0,0,0,3.9434652,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.8464394,0,0,0
23,14,1,0,0,0,0,0,0,0,0,0,3.708132,0,0,0
26,17,1,0,2,1,0,0,0,0,0,0,3.9500637,0,0,0
24,15,1,0,0,0,0,0,0,0,0,0,3.7720551,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.5368867,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.6464393,0,0,0
27,18,1,0,0,0,0,0,0,0,0,0,3.912114,0,0,0
17,8,1,0,0,0,0,0,0,0,0,0,3.4104173,0,0,0
24,15,1,0,0,1,0,0,0,0,0,0,3.7406015,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.7544417,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.7464395,0,0,0
14,5,1,0,0,0,0,0,0,0,0,0,3.324863,0,0,0
27,18,1,0,0,0,0,0,0,0,0,0,3.958229,0,0,0
26,17,1,0,0,0,0,0,0,0,0,0,3.9500637,0,0,0
17,8,1,0,0,0,0,0,0,0,0,0,3.5724695,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.7544417,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.6464393,0,0,0
27,18,1,0,0,0,0,0,0,0,0,0,3.884155,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.7544417,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.5368867,0,0,0
16,7,1,0,0,0,0,0,0,0,0,0,3.2028196,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.4713545,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.350209,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.6841838,0,0,0
17,8,1,0,0,0,0,0,0,0,0,0,3.1751232,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.8442328,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.879664,0,0,0
15,6,1,0,0,0,0,0,0,0,0,0,3.4565647,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.5841837,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.7841837,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.6537566,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.4713545,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.2464395,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.64215,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.64215,0,0,0
15,6,1,0,0,0,0,0,0,0,0,0,3.4565647,0,0,0
17,8,1,0,1,0,0,0,0,0,0,0,3.5724695,0,0,0
23,14,1,0,2,0,0,0,0,0,0,0,3.8492239,0,0,0
24,15,1,0,0,0,0,0,0,0,0,0,3.9072683,0,0,0
29,20,1,0,0,0,0,0,0,0,0,0,4.0642033,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.4193819,0,0,0
29,20,1,0,0,0,0,0,0,0,0,0,4.0642033,0,0,0
17,8,1,0,3,0,0,0,0,0,0,0,3.4104173,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.8924072,0,0,0
17,8,1,0,0,0,0,0,0,0,0,0,3.5724695,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.6835423,0,0,0
25,16,1,0,0,0,0,0,0,0,0,0,3.9434652,0,0,0
27,18,1,0,0,1,0,0,0,0,0,0,4.0043445,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.3660913,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.5841837,0,0,0
17,8,1,0,0,0,0,0,0,0,0,0,3.5724695,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.6635327,0,0,0
17,8,1,0,1,0,0,0,0,0,0,0,3.4104173,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.7841837,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.784942,0,0,0
20,11,1,0,2,0,0,0,0,0,0,0,3.6841838,0,0,0
18,9,1,0,1,0,0,0,0,0,0,0,3.5724313,0,0,0
19,10,1,0,2,0,0,0,0,0,0,0,3.6818807,0,0,0
16,7,1,0,0,0,0,0,0,0,0,0,3.0778196,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.7489948,0,0,0
16,7,1,0,0,0,0,0,0,0,0,0,3.4528196,0,0,0
23,14,1,0,0,0,0,0,0,0,0,0,3.5883543,0,0,0
24,15,1,0,0,0,0,0,0,0,0,0,3.6368423,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.6897037,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.7489948,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.2464395,0,0,0
21,12,1,0,1,0,0,0,0,0,0,0,3.6897037,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.6841838,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.530493,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.7841837,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.6069367,0,0,0
23,14,1,0,0,0,0,0,0,0,0,0,3.8492239,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.4632804,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.6897037,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.788755,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.7841837,0,0,0
14,5,1,0,0,0,0,0,0,0,0,0,3.1280854,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.788755,0,0,0
26,17,1,0,0,0,0,0,0,0,0,0,4.0269866,0,0,0
25,16,1,0,0,0,0,0,0,0,0,0,3.6390796,0,0,0
23,14,1,0,1,0,0,0,0,0,0,0,3.9690015,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.5225716,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.7841837,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.4632804,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.530493,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.4037018,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.5585186,0,0,0
31,22,1,0,0,0,0,0,0,0,0,0,3.9292145,0,0,0
22,13,1,0,1,0,0,0,0,0,0,0,3.788755,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.3774438,0,0,0
26,17,1,0,0,0,0,0,0,0,0,0,3.7671835,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.5724313,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.530493,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.4713545,0,0,0
15,6,1,0,0,0,0,0,0,0,0,0,3.3232315,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.1552215,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.5383105,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.5944657,0,0,0
24,15,1,0,0,0,0,0,0,0,0,0,4.1053886,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.64215,0,0,0
17,8,1,0,1,0,0,0,0,0,0,0,3.4104173,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.5464394,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.7474132,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.5368867,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.4464393,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.6464393,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.7489948,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.4841838,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.6635327,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.6537566,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.530493,0,0,0
28,19,1,0,0,0,0,0,0,0,0,0,3.7979026,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.8841836,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.6069367,0,0,0
21,12,1,0,0,1,0,0,0,0,0,0,3.6178098,0,0,0
25,16,1,0,0,0,0,0,0,0,0,0,3.5932696,0,0,0
17,8,1,0,0,0,0,0,0,0,0,0,3.4548223,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.788755,0,0,0
26,17,1,0,0,2,0,0,0,0,0,0,3.8441064,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.5766177,0,0,0
15,6,1,0,0,0,0,0,0,0,0,0,3.189898,0,0,0
28,19,1,0,0,0,0,0,0,0,0,0,3.9137995,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.7489948,0,0,0
22,13,1,0,0,1,0,0,0,0,0,0,3.5039976,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.4316235,0,0,0
21,12,1,0,2,0,0,0,0,0,0,0,3.6178098,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.6897037,0,0,0
19,10,1,0,1,0,0,0,0,0,0,0,3.4316235,0,0,0
25,16,1,0,0,0,0,0,0,0,0,0,3.7834651,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.4273336,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.6292198,0,0,0
26,17,1,0,0,0,0,0,0,0,0,0,3.7962177,0,0,0
29,20,1,0,4,2,0,0,0,0,0,0,4.1591997,0,0,0
28,19,1,0,0,2,0,0,0,0,0,0,3.811844,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.2655833,0,0,0
27,18,1,0,0,0,0,0,0,0,0,0,4.0323033,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.6292198,0,0,0
25,16,1,0,0,0,0,0,0,0,0,0,3.7834651,0,0,0
21,12,1,0,2,0,0,0,0,0,0,0,3.7489948,0,0,0
31,22,1,0,0,0,0,0,0,0,0,0,4.01486,0,0,0
19,10,1,0,0,0,0,0,0,0,0,0,3.5368867,0,0,0
21,12,1,0,1,0,0,0,0,0,0,0,3.7489948,0,0,0
23,14,1,0,2,0,0,0,0,0,0,0,3.9361804,0,0,0
36,27,1,0,6,3,0,0,0,0,0,0,4.440351,0,0,0
29,20,1,0,3,0,0,0,0,0,0,0,4.2541957,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.6835423,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.879664,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.879664,0,0,0
15,6,1,0,0,0,0,0,0,0,0,0,3.2729056,0,0,0
22,13,1,0,0,0,0,0,0,0,0,0,3.4817145,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.6835423,0,0,0
18,9,1,0,0,0,0,0,0,0,0,0,3.2390978,0,0,0
26,17,1,0,0,0,0,0,0,0,0,0,3.6714056,0,0,0
23,14,1,0,0,0,0,0,0,0,0,0,3.534219,0,0,0
19,10,1,0,0,1,0,0,0,0,0,0,3.787144,0,0,0
20,11,1,0,0,0,0,0,0,0,0,0,3.3841836,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.6897037,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.6537566,0,0,0
16,7,1,0,0,0,0,0,0,0,0,0,3.5778196,0,0,0
21,12,1,0,0,0,0,0,0,0,0,0,3.975418,0,0,0
